col1,col2
14-3-3-zeta,0.02087448563646891
AKT1,0.06575168925564696
CDC25B,0.0022064690589233232
CTNNB1,0.07735760970619876
KRT18,0.03161518511610668
PRKCA,0.08848401282899199
RAF1,0.13801191484621708
RAN,0.07676454894825543
ABIN2,0.00822578387842087
FLNA,0.008266821924994746
NFKB1,0.026099531381582077
FHL2,0.04608384071653396
RIPK1,0.05261404143685411
STK11,0.004148882931955903
TAB2,0.016772501360801533
TRAF2,0.03523824857473009
ABL1,0.1416628915489502
APP,0.027591964019300377
CDC42,0.03448961463672473
CRK,0.09236640573647877
CRKL,0.1702825803547991
DOK1,0.07008510513349486
FOS,0.1507648323373083
GRB2,0.1621825059647968
MYC,0.03615552220851582
NUP214,0.04240820505436241
PLCG1,0.049520508781250104
PLSCR1,0.01148376156092187
SHC1,0.07585683440761752
STAT5A,0.2510095815283148
TP53,0.12010081631089062
YAP1,0.006158252337687704
ADAM10,0.009723153303310781
CD44,0.04297245411478182
CDH1,0.005027953979681837
DLL4,0.004441245331763773
NOTCH2,0.012771006611371493
ADD1,0.032743822420085916
BTK,0.13671874073617238
CSK,0.17845254273155772
AES,0.03287869769772514
CCND1,0.04862569009197361
CREBBP,0.21876933625565337
CTBP1,0.073080546667486
HDAC1,0.16203457561681484
RELA,0.13888075575814857
TLE1,0.0014292756186413211
AIP4,0.006379210879135853
ARRB1,0.002645197802252895
ARRB2,0.014877601538437542
HGS,0.054470255631483847
JUNB,0.0744753996294284
NUMB,0.0002773117919555246
CDC23,0.03342707920651638
NRAS,0.05037942476351863
STAT3,0.2027350820823637
STAT5B,0.2134432039931328
ANAPC2,0.005677846422725551
ANAPC5,0.016282011531271873
CCNB1,0.03875105269971393
CDC16,0.015000448524788913
PSMB5,0.00151154771278864
PSMC2,0.015317329105092635
PSMC3,0.002692147858464453
PSMD1,0.004236960719353555
PSMD13,0.003393177066508964
SMAD1,0.09670294090709877
SMAD2,0.1987944781778796
AO7,0.0067930142806411995
NKD1,0.01706356121511598
RNF4,0.00032047903707150193
APC,0.047939987157847176
APH1A,0.007427052235126389
PLD1,0.00863412763609804
TRAF6,0.013085317620963433
APH2,0.007000227480418798
ARA55,0.04095132989195286
PTK2,0.11869887803745444
PTPN12,0.05978633340171388
PXN,0.0053823169060248375
RHOA,0.0253893047482257
SVIL,0.03302705749863757
TGFBR2,0.0311193166360336
ARA70,0.009326467678105889
HRAS,0.008288850345142462
ARAF1,0.006543666824367723
PRKCD,0.0033765817547731086
ARF4,0.002117521849404721
PLD2,0.02061618283707052
DVL3,0.0062178035022616915
ASE1,0.0029019143851000003
NCOR1,0.013003409142667661
ATF3,0.015343933090616027
FOSB,0.010458476321324718
AXIN1,0.05124625868523333
JUP,0.027639038846243507
TGFBR1,0.09930146302095443
BAG1,0.0028392220175425926
HSPA8,0.06531275087463385
BPAG1,0.011482705066278201
HDAC6,0.011408663842863475
ITGB4,0.024614160220658005
BPAG2,0.01015766987805907
CD151,0.000441565844012176
CTNND1,0.002516811987598248
DSP,0.010394437178009492
ITGA6,0.0020477531515517094
BRCA1,0.12348352384430807
CCNB2,0.029882574948309766
HDAC2,0.11751044948147742
MTA2,0.01969678225074711
SP1,0.0898575168086221
STAT1,0.2568066566520555
CASP7,0.015242148432760685
CBLB,0.13042005406407342
CDK7,0.027621800723986196
GRB10,0.12074065331614435
PTK6,0.12386055542531622
SOCS1,0.06615982008815544
STAT2,0.13205642296740833
VAV2,0.02679416271771649
CAMK2D,0.038513600577421245
CAPN3,0.006156097919503592
RPL8,0.0027325760954803224
CASP2,0.025349091652879505
FADD,0.06081256876539286
TRADD,0.05865528838355507
CAV1,0.058909574630764405
ERBB2,0.12250667789576618
GAB1,0.08197173774728778
WASL,0.08370395419887644
FOXO1A,0.04574132802130257
ID2,0.022758981933373588
MCM7,0.010887695937086753
RAC1,0.07840411328021904
RGS16,0.0081133879383694
CDKN1A,0.01859867970233823
ETS1,0.0974779204995212
MCM5,0.027410626615729128
RPS11,0.0013403976650414632
ITGB4BP,0.0019862489972869105
PARD3,0.007452654497958391
VIM,0.025538563010522194
CDC37,0.016336160627073812
IQGAP2,0.009006531867007757
CDK6,0.013551910229839415
CDX1,0.009942366433006894
CEACAM1,0.03553743160524574
CHK,0.005174924711042649
CSNK1D,0.0005720410823971934
CIAP1,0.014321180089290212
CYLD,0.001941999455432291
CIAP2,0.021134094433932257
MYB,0.06018641338934355
CIN85,0.0191788597361395
AP2B1,0.0009679583345773224
CIR,0.015283094910669799
SAP18,0.0006643740921256985
SNW1,0.02725022606779709
CK2A1,0.03251834001757299
DVL1,0.016539367858123714
RBBP7,0.0022698527134074648
CK2A2,0.02626904968867028
CK2B,0.0017663613097479503
FAF1,0.019622744632814444
MBP,0.018965544921480545
MTIF2,0.0014726017177880378
CLCA1,0.0049762182951137105
CLTC,0.034039846489264995
PAPOLA,0.05244449394197223
COPS3,0.01905300029269997
PSMD4,0.02570024081856107
CREB,0.025467159852814943
ATF2,0.0018578584339605628
CAMK2G,0.0011070873605856936
HNF4A,0.009942366433006873
MAML1,0.023475296683110648
SMAD4,0.08278256823032813
VDR,0.08861470355845083
GLG1,0.0110410930699936
PPP2CA,0.07208801316591465
CRM1,0.04692757433829693
KPNA2,0.09824356330253943
PIK3CD,0.03522622251954597
PRKAR1A,0.018569958194563856
DAXX,0.04313401019836826
SPEN,0.039537956972132665
CTCF,0.0039062118307411344
CUL1,0.01051524750639584
PSMD7,0.0028534214592877156
SKP1,0.008849649929845394
DAAM1,0.003965189722424018
DAP,0.0026980137746922873
TNIP1,0.0012518631226513875
DDEF1,0.02261002185341879
REPS2,0.008947586856485765
DDX3,0.003906211830741137
DNM,0.01650987200959871
FZD5,0.000718985753167217
FZD7,0.0010473579382113648
VANGL2,0.007553791349684791
E3B1,0.023570098873816007
EPS8,0.009666449424226006
EBP1,0.015134261964593011
RPL30,0.0006992711716044649
RPL4,0.016211777274750767
EIF3S2,0.004007683835681916
SMARCA4,0.011375809470211546
ENG,0.02850364983405889
TGFB3,0.0012390871476922495
KRT8,0.01269939855625836
ERK1,0.19174467806184142
SF1,0.016418914097371846
ERK2,0.12364913301050993
ERT,0.01754196962999398
FBL,0.0002513632289881616
POLR1A,1.1759455113990184e-05
PSMD3,0.003784288195241397
FKBP12,0.027237604838527194
FKBP51,0.004490969993469105
FLIP,0.018884995478968342
MAP2K6,0.013632664409362392
GAB2,0.024773721349304563
GAPDH ,0.0020956647843889072
GAPDH  ,0.001571723030120253
