col1,col2
4EBP1,0.007718495112263546
AKT1,0.0759182812118561
EIF4E,0.008061564340337841
MAPK14,0.0714333966830145
14-3-3-zeta,0.012750089157971775
BAD,0.005847095419156079
CTNNB1,0.07700804236425055
KRT18,0.02024719726442491
PIK3R1,0.012525191907593863
RAN,0.06517945576143548
A20,0.0005006612895100866
G3BP2,0.010080902187888189
ABIN2,0.009110871175641948
NFKB1,0.030435285140759796
RELA,0.14535708726609306
TAB2,0.007656604161660855
ADD1,0.04710935657051639
BTK,0.1758988656218591
CSK,0.20671097447985068
CSNK1E,0.026981834888769207
JAK1,0.18738367682936372
JAK2,0.24579758956272862
PKN2,0.029863869784374355
AIP4,0.01192249712618026
ARRB1,0.0007325136884197114
EGFR,0.17397134914537146
JUNB,0.06443724857178612
NUMB,0.0009204429478907254
CCNA2,0.020246179272429925
CDC23,0.031921771524086665
FYN,0.254982461542762
NRAS,0.07246754785970085
PRKCI,0.06840009680549616
PSEN1,0.04571941090973451
STAT3,0.21991571833751375
AML1,0.004452242887225973
CTCF,0.0034694882413714954
HAT1,0.00025347566133540123
NCOR1,0.0064160704899575835
PPP2CA,0.0738580300496035
TBP,0.0056496208582185875
ANAPC5,0.01192584413455641
SMAD2,0.17269050929800786
AP2,0.012207373492503316
APC,0.05737583527106294
CDH1,0.0035659384106544374
APH1A,0.010197450504827898
APP,0.035868203748621104
NOTCH2,0.016117611310746474
NOTCH3,0.010100497841287033
PLD1,0.004090835652507862
APH2,0.009888270752631155
CRKL,0.17656215502307693
APPL2,0.006774717767170017
AKT2,0.000959684864835897
HDAC2,0.08797799738565523
HNF4A,0.01019006703747489
RBBP7,0.000651533662849975
ARA54,0.007118883995248134
PIAS1,0.04102559221030888
SVIL,0.027854483741690948
UBE2D1,0.000656037749413409
UBE2E1,0.0006815572973052793
UBE2L3,0.0015267708014318141
ARA55,0.06397626568763981
CRK,0.13457314577067508
FOS,0.09875395211879942
NCOA2,0.016819022988319263
PTK2,0.1495184383430253
PTPN12,0.08766327299213383
PXN,0.011135045163981687
RHOA,0.018860588175263298
TGFBR2,0.03638290787765012
TRAF4,0.0031773386032548433
ARA70,0.009054826652936974
ARA160,0.005533608351141704
SMARCA4,0.005215119120718098
ARAF1,0.004221107783588412
ARNIP,0.0028267934600246666
CAV1,0.05618546453944726
ATF1,0.0545614917506381
CAPN3,0.011062158816709747
CTBP1,0.07281035400762059
KPNA2,0.0968561594846211
STAT1,0.2824690095844934
TCF3,0.1120723269586547
YY1,0.024503466386037523
ATF3,0.0054616820965758895
FOSB,0.011217967321585113
BAG1,0.004725060958414983
HSPA8,0.053590641178751064
BP75,0.0013223125952708257
CCNH,0.020975373352501596
BPAG1,0.009036409799265347
HDAC6,0.0061876893145711145
CASP3,0.1138328207908393
CASP7,0.03772358382487553
CASP9,0.05255492075531998
CBLB,0.16829123101923485
CDC2,0.053091997675411215
CDK2,0.07933402578985502
CDK7,0.03940752718256837
GRB2,0.18443954926963751
HES1,0.057187206898489974
PIK3R2,0.15800085705543684
SHC1,0.10394013473260912
SOCS3,0.1322114743479891
SOCS5,0.03016827575829261
BTRC2,0.006534567865227811
BTRC,0.0017229472494148998
CUL1,0.013611921479354703
FBXW7,0.0020653001732491
GLI2,0.0009477284890343057
GSK3B,0.006899121848228915
RBX1,0.001825519006256895
SKP1,0.013002388232613309
SKP2,0.0027674709439493694
CAMK2D,0.033915368806438424
CREBBP,0.19840405527783483
RPL8,0.022819913762009716
CD44,0.031566019807614816
IQGAP2,0.03373915668590088
PSMD12,0.004510177659434143
DAB2,0.06968199863865386
WASL,0.12647394629767134
CCNB1,0.039709563185940454
E2F4,0.0011472743403534984
ID2,0.031374669351886035
MCM7,0.013266181600817037
SP1,0.06540650660291208
CDC42,0.062283966480955494
FOXO1A,0.05231360828366641
PSMC2,0.011541741417020785
RAC1,0.08733449524306475
TP53,0.08816431692317585
ITGB4BP,0.004013715087630259
MCM5,0.03375855918946483
CDC16,0.023021366833567494
ANAPC10,0.0011433408429482224
CDC27,0.0015853735109043325
PARD3,0.004982418738701338
VIM,0.03638299360292907
CDKN1A,0.010202171339762938
CDK6,0.008576559067815468
FRAP1,0.0019571485773696895
ID3,0.0252921844482485
CEACAM1,0.02637081537685396
CIAP1,0.015457157752875143
CYLD,0.000767669439548099
CIN85,0.03344017916797023
AP2B1,0.0021305402471033562
CIR,0.006300749440395557
SAP18,0.0006154056419302789
SNW1,0.025669523588107545
CK2B,0.0018767338922297695
CSNK1D,0.0003602716505568403
MTIF2,0.0035471351161947785
CLTC,0.027777793591724116
NUP153,0.04982981673073299
PAPOLA,0.04560054996749349
CREB,0.019727305239444666
JUND,0.034648209884216276
ETS1,0.08184353591374928
MYC,0.03847410337035509
SMAD4,0.05916470863092175
SNIP1,0.009853605194064348
CRM1,0.04922956539422754
NUP214,0.02114430799809923
PRKAR1A,0.017363536513469224
DCP1A,0.004019470983937261
IKBKAP,0.0013579275012059946
DAXX,0.0405877550598964
SPEN,0.043999456240038544
CTBP2,0.00723664690790817
LEF1,0.026497604248356076
PSMD7,0.002037174508472873
DAAM1,0.002946051692238332
ARF4,0.0017769976285247617
SIN3A,0.014936645156275618
DDEF1,0.03283410478600072
REPS2,0.011386006365236082
DDX3,0.005097185145980414
DSP,0.008662493250806595
E3B1,0.03529069211635318
EPS8,0.011554939425103807
EBP1,0.015472649194636487
KPNA3,0.004005533048175312
RPL30,0.0008482876527790218
RPL4,0.0069847578885727174
EF1A,0.0005928752172687127
UBE3A,0.00609055025094773
EIF3S2,0.004071144294920542
