col1,col2
4EBP1,0.0029812900612812606
AKT1,0.041930895647331747
CCND1,0.03116789313878612
EIF4E,0.003352282642036358
MAPK14,0.03260459329991141
TFDP1,0.0006422506394910615
14-3-3-zeta,0.01514850155629011
BAD,0.012936757380812547
CDC25A,0.0519548065737004
CDC25B,0.011101239940518504
CSNK1A1,0.002079312229382628
CTNNB1,0.05389735757138602
FOXO4,0.010325391208240211
KRT18,0.026493659005657533
MST1R,0.10574344876957405
PIK3R1,0.0077726734439277825
PRKCA,0.06798508812534323
RAF1,0.12183108742509366
RAN,0.04334424466504616
A20,7.896682570963324e-05
G3BP2,0.002905620045510683
ABIN2,0.009311406166781283
FLNA,0.022425450528459078
LYN,0.16565694932948
NFKB1,0.00972191016821191
NFKB2,0.013583373483160627
REL,0.00564122014144533
RELA,0.06669733756889033
RIPK1,0.026547013068889243
STK11,0.003021535985361277
TAB2,0.007521589013823601
TRAF2,0.02180101943581502
ABL1,0.14459822787466872
APP,0.020621711820335453
BCAR1,0.12699361274670282
CBL,0.16219626943861795
CCNA2,0.018832078746417822
CDC42,0.04094305002734827
CRK,0.10839736652261958
CRKL,0.15244205621612508
DOK1,0.08699042505964504
FOS,0.06136746666264728
FYN,0.19506198242424283
GRB2,0.1613574589375679
MDM2,0.024408636100347703
MYC,0.016263069614883295
NUP214,0.021637810386048784
PLCG1,0.07822404723949397
PLSCR1,0.007404981888360865
SHC1,0.09800355208664818
STAT5A,0.194092825450615
TP53,0.0555662413543064
ADAM10,0.011445331780495522
ADAM17,0.011092573393661426
CD44,0.0419151897888983
CDH1,0.0024495928440786
DLL4,0.0016206132283124097
EGF,0.04052326874269585
EGFR,0.15519277584604946
FHL2,0.021195039568285383
FURIN,0.0006125187746064213
JAG1,0.0028804549188784353
JAG2,0.009389259007555252
NOTCH1,0.004422301269061801
NOTCH2,0.013125019542264816
NOTCH3,0.0046992983858838355
PSEN1,0.031145912697841713
ERBB2,0.12787142780807795
ADD1,0.03879884899140647
BTK,0.150959718987872
CSK,0.16561232899678574
CSNK1E,0.021489198369860508
FGR,0.15209980004314685
HIPK2,0.010348135384465777
JAK1,0.13599651212081806
LCK,0.14762024819060085
PKN2,0.020054803834195178
PRKCZ,0.0646316534620117
TBK1,0.01378500219665007
AES,0.00933058675064794
AR,0.05838650650017364
CTBP1,0.02827517322423413
HDAC1,0.06649931459196132
LEF1,0.015596551048503585
PRMT1,0.0018640725566512
TLE1,0.0002535798921285205
AIP4,0.0223607162055941
ARRB1,0.0025781632454280096
ARRB2,0.014314003114114304
HGS,0.033215339868656144
JUNB,0.03264303513793179
KIT,0.16189297473279252
MET,0.12506120126745934
NUMB,0.001835758025363607
SMAD3,0.11030197384532202
SMAD7,0.015658184293944673
AKAP95,0.0037667692276404374
CASP3,0.08286575620967047
PRKAR2A,0.008303257372150846
CDC23,0.03562326208433665
NRAS,0.04610167543800296
PRKCI,0.048493246971048405
STAT3,0.16060517574965685
AML1,0.001359553296564354
CTCF,0.0018261238832243676
HAT1,0.00010503615860630202
NCOR1,0.0059003071043934405
PPP2CA,0.03949835457835317
RUVBL1,0.0005695554676233853
TBP,0.002126000881914843
ANAPC1,0.001266901915275713
ANAPC10,0.0008089203473784456
ANAPC2,0.005108035735163238
ANAPC4,0.005076010453688338
ANAPC5,0.010613644100592396
ANAPC7,0.0002767745912465326
CCNB1,0.028541654684773158
CDC16,0.018313641714978887
CDC27,0.0015789507909410823
CDK2,0.05094933709640733
FZR1,0.01030243030314068
PSMB5,0.0006326972138500735
PSMC2,0.00878444079389086
PSMC3,0.001158435560969661
PSMD1,0.001580764751545379
PSMD12,0.006260146783597617
PSMD13,0.0013326664112166438
UBE2E1,0.0036413941542627936
SMAD1,0.06255725337714148
SMAD2,0.12470135848336283
TGFB1,0.04245717505857197
AO7,0.001945258725694317
CDC34,0.003755746131290006
RNF4,0.00044225014912275125
UBE2D1,0.0006813402323555892
APC,0.041700189361329396
APH1A,0.004674366058094152
PLD1,0.0067697242224744264
PSEN2,0.012852669862145585
APH2,0.004491704746792038
APPL2,0.0058792529159904326
AKT2,0.002706846584781844
HDAC2,0.04338145304336687
MTA2,0.00538784253960561
PIK3CB,0.026465264965972388
RBBP7,0.0007547317301886715
APS,0.13509007878466794
CAMK2G,0.00835181069721845
CAV1,0.05741645980509162
CBLB,0.1389694520169712
GRAP,0.11642632628001343
GRB10,0.1323782384870874
GRB7,0.07221398982549916
ITGB4,0.04107727223760121
NCK2,0.1334161092172676
PIK3R2,0.14984824185382475
PTK2,0.1198745787826983
PTK6,0.1274837971528095
SNCA,0.06177517013973882
SOCS3,0.10951746560108234
STAT1,0.19466065881579486
STAT2,0.09300555992807627
TEC,0.1567665848344549
WASL,0.11090884668910436
BAG1,0.0035110929874950484
BRCA1,0.06270931977352381
NCOA2,0.0035802546294783654
NCOA3,0.02850822666788284
SP1,0.03850984457217319
UXT,0.0017889784312832909
ARA54,0.00695605069834519
ESR1,0.04885161192483841
PIAS1,0.022374892550127378
SPDEF,0.0014206194279316872
SVIL,0.020938311187933246
UBE2L3,0.0007085356430401456
ARA55,0.0335900543911843
GIT1,0.02027498609043575
PAK1,0.026705292842657758
PTPN12,0.054927266642228134
PXN,0.0040306846279465685
RHOA,0.02020005208699975
TGFBR2,0.02401596509820525
TRAF4,0.0009128860377956798
ARA70,0.007553169209303884
HRAS,0.005595785128916444
ARA160,0.004173059681236176
SMARCA4,0.006828314509939382
ARAF1,0.0043865988442826475
PRKCB,0.02284614259657621
PRKCD,0.011105522514137135
ARF4,0.0016304105016132333
PLD2,0.037780807601195725
ARNIP,0.008606553931568563
DVL3,0.006340392736223027
ASE1,0.001988469472488846
ATF1,0.02695866662364445
CAPN3,0.0028011233041387957
KPNA2,0.04926659186809596
TCF3,0.056395377310571516
YY1,0.008247490030004793
ATF3,0.005600027332304897
FOSB,0.003509423767822397
AXAM2,0.004118932356104828
AXIN1,0.02392336693380592
DVL1,0.007003364018622674
KPNB1,0.026007432605148317
NUP153,0.03373881300667952
PML,0.003526970581684913
SUMO1,0.00407421734574187
SUMO2,0.0035991759344361053
JUP,0.03261629714783773
TGFBR1,0.06075000029369361
BAF53A,0.0017505679062005367
SMARCB1,0.006256903794613658
SMARCC1,0.009489559399946048
SMARCC2,0.0018920957376848677
SMARCE1,0.002070091505623786
HSPA8,0.04506256640087705
CASP8,0.029037497389325168
CDC2,0.03460681961218072
SNX2,0.008317930014537756
BCL3,0.004060090753368433
RELB,0.03659142061453765
BCL7A,0.0016938569522552678
PDCD2,4.603441077317422e-05
BP75,0.0013321748795996544
CCNH,0.017038788656101107
PCAF,0.029853187308659337
BPAG1,0.0043486584504636855
HDAC6,0.003668756835393726
CCNB2,0.019929966359360007
CDC25C,0.020757507129179287
CDK4,0.027323655834507073
POLR2H,0.0019074627822130766
RBL1,0.030194610345691746
CASP7,0.011433731418076696
CASP9,0.03993287098774099
CDK7,0.017508780331423404
HES1,0.035594803994926705
SOCS5,0.03408637175214348
VAV2,0.04015582835392284
BTRC,0.0018242519843007245
SMAD6,0.0016944878424104014
BTRC2,0.003953436811620322
CUL1,0.00900714874161251
FBXW7,0.0007780234790303975
GLI3,0.0012720003750466785
GSK3B,0.003723564976959732
RBX1,0.0012104099889814993
SKP1,0.005663515871030829
CAMK2D,0.013745968574637028
RPL8,0.009412593909405983
CASP2,0.01564601435078934
FADD,0.026498095178197137
TRADD,0.020990675778682074
MEF2C,0.01444241551636836
STUB1,0.014734622644957366
DAB2,0.05474350113180749
GRB14,0.049175780476885846
HD,0.0393645838529287
PARD3,0.014391822438366815
E2F4,0.000746474199603082
ID2,0.01111730375848456
MCM7,0.00683758028252914
MYB,0.021932555965083967
FOXO1A,0.020994189955180664
FOXO3A,0.0202434103986894
PKN1,0.011259637869641894
RAC1,0.05714396365731766
RGS16,0.006880936766444817
CDKN1A,0.01040372744819831
ETS1,0.04262251318212653
ID3,0.007221811761379733
MCM5,0.013813032237775563
RBL2,0.011594819701336245
RPS11,0.0005416421126121327
DYRK1A,0.01566495517635592
ITGB4BP,0.0015268241566464202
MMP7,0.0011399825009806165
VIM,0.012669664002233806
NFYA,0.009404392166322164
PRKACA,0.02359804768886518
SALL1,0.006356010094149924
PIN1,0.000564132413034893
CDC37,0.004623014985178799
TNK2,0.051997343990340866
CDK6,0.010188115451062237
SIN3A,0.007598756088398329
FRAP1,0.0004758408818648116
CEACAM1,0.014493512446243795
CHK,0.005300711524843809
CSNK1D,0.0005702493435780371
CIAP1,0.008976380569554939
CYLD,0.0014270519156416419
TRAF1,0.015635309348714037
TRAF3,0.0024681538935236004
CIAP2,0.010631964534412956
CIN85,0.03358343582850443
AP2A1,0.0021199630604136
AP2B1,0.002523155857226185
SPRY2,0.0012223283467398625
CIR,0.0038061501657630373
SAP18,0.0002692879848996987
SAP30,0.00026928798489969625
SNW1,0.010250464400572987
CK2A1,0.010296140583234364
CK2B,0.0011560611401713365
FAF1,0.005130423613189241
MTIF2,0.0012417862947206857
CLTC,0.01914792399734885
PAPOLA,0.018324246816161113
COPS3,0.008464216720732326
COPS5,0.010486719199714783
PSMD4,0.005503520583248718
CREB,0.006561621563361493
ATF2,0.0026662419179384654
JUND,0.020899992386930754
MITF,0.004683714864068404
GLG1,0.007157159065695506
VAV3,0.02040937302140466
CRM1,0.019967910430179734
PRKAR1A,0.010839340872098188
DCP1A,0.005450079083027523
IKBKAP,0.0006560256397586071
DAXX,0.019988404231337072
SPEN,0.019173366046784674
ZFHX1B,0.01694797077262897
CTBP2,0.004327824983064114
PSMD7,0.0010039697532293322
DAAM1,0.0013693867054673213
DAP,0.0008353453086446539
TNIP1,0.000711842453270842
DDEF1,0.01914700921405384
REPS2,0.00806663777715191
DDX3,0.0021131989497999762
DNM,0.016143246523208678
DSP,0.0030078820796309654
CTNND1,0.0014444272691575577
FZD4,0.00019177921595479316
FZD6,0.00019192096957022076
E2F5,0.007607479022620048
E3B1,0.028214434552357837
EPS8,0.004504658469316389
EBP1,0.013756853633295025
KPNA3,0.001842116202778533
RPL30,0.00037387375023511886
RPL4,0.007439763508910494
EF1A,0.0005174329788358408
UBE3A,0.006102422958561212
EIF3S2,0.0014754062318991514
FBL,0.00022189358486546443
ELK1,0.026556341962393364
ELK3,0.00807405298631325
ENG,0.0167923762150616
SMAD4,0.035592537113305546
TGFB2,0.001819496673836512
TGFB3,0.0019980051211486703
EPS15R,0.011359468640537744
KRT8,0.00839236238988319
ERK1,0.13685475062283484
MEF2A,0.013604613200608092
PLCG2,0.021120177516004847
SF1,0.010699761486099576
TCF8,0.01252472361037645
VDR,0.03359429156306036
ERK2,0.07574925843312101
ERM,0.006219163460458173
ERT,0.014148558366194167
LAMR1,0.009911056240742695
FANCD2,0.002599237960752723
POLR1A,9.252267652201387e-05
PSMD3,0.0013289727206284756
GJA1,0.023143859929128215
FKBP12,0.018898390514176966
FKBP51,0.006380805356210772
FRP2,5.2158883531549646e-06
GAB2,0.01536678123710341
GAPDH,0.005294873552348474
GIPC,0.007405322514051859
ITGA6,0.00047049011431570155
TGFBR3,0.014267950270485339
GP130,0.037113133600774825
RPL6,0.0034199585363682895
RANBP9,0.006537941630618238
GRIM19,0.004364810513020842
GTFII-I,0.023513654633107835
HBO1,0.0010272978166044444
HES6,0.004510551127296761
ID1,0.0032020600649797877
ID4,0.002981399490478491
TCF12,0.002777337605177197
SNRPD2,0.000904779453022798
HIP1,0.010580813108920634
HIVEP3,0.005154091971436092
FHL1,0.0003278345595052988
RING1,0.00014007415836378727
STXBP1,0.0001400741583637811
HSP90A,0.038999358753758984
HSP90B,0.0041552611729818514
KPNA6,0.010680400031532382
ICAT,0.0037733204056623944
IKBA,0.05650961355970376
IKBB,0.000994454983403881
IKBE,0.0009944549834038764
IKKB,0.021630684139192367
IKKE,0.010923369320600104
POLR1B,4.3251853620040575e-05
WDR12,4.1494915088240595e-05
