Name,Betweenness,Degree,Closeness,EigenValueC,Katz,ClusteringCoef,Label
PLCG1,0.003664243996839,0.0476190476190476,0.3815869170199878,0.0717867209085447,-0.0404316875812548,0.4298850574712644,0
PLSCR1,0.0,0.0031746031746031,0.3140578265204387,0.0068209457500041,-0.0033734108561024,1.0,0
SHC1,0.0033153324850064,0.0571428571428571,0.3900928792569659,0.0928604410365782,-0.0442506189177952,0.4555555555555555,0
SRC,0.0241273366693763,0.1269841269841269,0.4318026045236463,0.1604685351334353,-0.0275578553417881,0.2743670886075949,1
STAT5A,0.0419537770601893,0.1761904761904762,0.4751131221719457,0.1969128913598199,0.0544484708882004,0.1932841932841932,1
TP53,0.0214340405661589,0.0777777777777777,0.4362880886426593,0.0500605917649222,-0.0435294165741457,0.1488095238095238,1
YAP1,0.0002907103050057,0.0031746031746031,0.3018687110685194,0.0036780803938188,-0.0026047224079506,0.0,1
ACVRL1,4.827026880638435e-05,0.0126984126984126,0.3450164293537787,0.0120532595761395,-0.0058444791085954,0.7142857142857143,0
CAV1,0.0018282053312617,0.0396825396825396,0.3712433706540954,0.0660925567773055,0.0025232656592014,0.4633333333333333,1
SMAD1,0.0169813946489439,0.0968253968253968,0.4231027535258563,0.0530445301313123,-0.0592507729802518,0.1366120218579235,0
SMAD2,0.0528466979659939,0.1746031746031746,0.4761904761904761,0.1118615018832881,0.00831483185966,0.1229357798165137,1
SMAD3,0.0611175266315645,0.1682539682539682,0.4794520547945205,0.1001740562910669,-0.0112061081408553,0.1092542677448337,1
SMAD4,0.0038476788825905,0.046031746031746,0.3979785217940619,0.0321628903169497,0.0113521498239465,0.2536945812807882,1
TGFB1,0.0057626001405894,0.046031746031746,0.3935040599625234,0.0436152126136881,-0.0021050191301132,0.2660098522167488,1
TGFBR1,0.0086881569325914,0.0761904761904762,0.42,0.0587188878086602,-0.0643758933264971,0.1852836879432624,1
TGFBR2,0.0043251494472837,0.0269841269841269,0.3745541022592152,0.0232939127510846,-0.0116572989514127,0.3235294117647059,1
ADAM10,0.003557849402252,0.019047619047619,0.336,0.0045400900306372,-0.0517302061573445,0.2272727272727272,0
CD44,0.0080311354937353,0.0317460317460317,0.3874538745387454,0.0390671494395128,0.0230465070854833,0.2789473684210526,1
CDH1,0.0033027933859888,0.0079365079365079,0.29688972667295,0.0007686611313026,-0.0073038874032041,0.1,1
FHL2,0.0128332345622345,0.0349206349206349,0.391304347826087,0.015719802043499,-0.087202995921981,0.1168831168831168,0
FURIN,0.0,0.0031746031746031,0.2631578947368421,0.000227159623129,-0.000921918370344,1.0,0
JAG1,0.0038098696455175,0.0222222222222222,0.3161063723030607,0.0022950652995147,-0.027252780179137,0.2087912087912088,1
NOTCH2,0.0182121213901134,0.0476190476190476,0.3827460510328068,0.0108287099971475,-0.0913569968957592,0.1241379310344827,1
PSEN1,0.011105835003585,0.0571428571428571,0.39375,0.0315320063211499,-0.05576406563487,0.1269841269841269,0
ADAM17,0.0017398973469771,0.0111111111111111,0.334750265674814,0.0046750749391485,-0.0254490316464638,0.238095238095238,0
ERBB2,0.0144730570333276,0.0984126984126984,0.4169424222369292,0.1281871537354758,-0.0130756245460417,0.2940243257535695,1
TRAF6,0.010181254415454,0.0571428571428571,0.3557312252964427,0.0068391049957966,-0.0458483304817195,0.0873015873015873,0
ADD1,0.0006811230302189,0.0238095238095238,0.3643724696356275,0.0330936423025627,0.0266341440039918,0.2761904761904762,0
CSK,0.0123735889593155,0.1206349206349206,0.4300341296928328,0.1636164875706492,0.0533408347283074,0.3021052631578947,0
CSNK1E,0.0067251394048654,0.0222222222222222,0.3620689655172414,0.0225446092913321,-0.0048778112718347,0.1428571428571428,0
FGR,0.0050686970467569,0.1047619047619047,0.4169424222369292,0.1528052938025364,-0.0308549343038201,0.3771561771561771,0
HIPK2,0.0008520772310171,0.0158730158730158,0.3539325842696629,0.0086971553475911,-0.0134648103656224,0.2222222222222222,0
JAK1,0.0070059765938214,0.092063492063492,0.402555910543131,0.1401147668469806,-0.0198927249775391,0.4125831820931639,1
LCK,0.0052889932386393,0.0952380952380952,0.4197201865423051,0.1484655100761843,-0.0392096183538494,0.4192090395480226,0
PKN2,0.000475519248061,0.0158730158730158,0.3616532721010333,0.0169128327905799,-0.005420410307701,0.2,0
PRKCZ,0.0076176390382256,0.0587301587301587,0.4096228868660598,0.0615591718565018,0.0573059095646096,0.2282282282282282,0
TBK1,0.0011099773535908,0.0142857142857142,0.3448275862068966,0.0122333034445232,0.0059097275896963,0.1111111111111111,0
AES,0.0031858413861939,0.0126984126984126,0.3547297297297297,0.0061498761757956,-0.0375090573023316,0.1785714285714285,0
CTBP1,0.0059433129101318,0.0396825396825396,0.3850855745721271,0.0258923922143392,0.0699043482293014,0.2466666666666666,0
HDAC1,0.0493230203405823,0.1142857142857142,0.4480796586059744,0.0593912238057923,-0.1483685117922155,0.1294992175273865,1
PRMT1,0.0005262713841763,0.0047619047619047,0.2915316982878297,0.0011651861861424,0.0050829890267107,0.0,0
TLE1,1.2986291216748484e-05,0.0031746031746031,0.2757111597374179,0.0003741910746001,0.0007071466397715,0.0,0
AIP4,0.0011730124735092,0.0126984126984126,0.3637413394919168,0.0134874134581348,0.0034945990270282,0.25,0
ARRB2,0.0069839788531341,0.0238095238095238,0.3673469387755102,0.0140196810699689,-0.0076487703693934,0.0666666666666666,0
HGS,0.0148702397835573,0.0444444444444444,0.3860294117647059,0.0305502107155385,-0.0215175095163301,0.1402116402116402,0
JUNB,0.0025315260784447,0.0365079365079365,0.3872157344806392,0.0295383144720115,0.0037497295648252,0.3399209486166007,0
MET,0.0045021006966467,0.0777777777777777,0.3952321204516938,0.1224872363885106,-0.0273721981023099,0.461734693877551,1
NUMB,0.0002409454040595,0.0079365079365079,0.2953586497890295,0.001020361458796,0.0012460976125364,0.0,0
AKAP95,0.000261784660957,0.0079365079365079,0.331578947368421,0.0037147300363851,-0.0219097895816619,0.0,0
CASP3,0.0192494017716881,0.0841269841269841,0.416116248348745,0.0764416285772302,-0.0272780305301268,0.1654571843251088,1
CCNE1,0.0067610020073661,0.0396825396825396,0.3884093711467324,0.024345710070831,-0.1192427323376608,0.2433333333333333,1
PRKAR2A,0.0022172867322985,0.0206349206349206,0.3472987872105843,0.0068629367928217,-0.002275205011448,0.0512820512820512,0
NRAS,0.0164599493476104,0.0714285714285714,0.4080310880829015,0.0557917571304688,0.1021612276665614,0.1450719822812846,1
PRKCI,0.0059638444000652,0.0476190476190476,0.3994927076727964,0.0441999070083862,0.0375068846706962,0.1977011494252873,0
STAT3,0.023442164952156,0.1269841269841269,0.4542177361211247,0.1636536696985779,-0.0424579931579152,0.2693037974683544,1
STAT5B,0.0219082585816993,0.1333333333333333,0.4509663564781675,0.1703042068384991,0.002178797203999,0.2587492828456684,1
AML1,0.0012399427428571,0.0079365079365079,0.2911275415896488,0.0011580775239564,0.0023223775296636,0.0,0
CTCF,0.0002696362558883,0.0047619047619047,0.2980132450331126,0.0013029386197036,-0.0204680829371219,0.3333333333333333,0
HAT1,9.602610820994637e-05,0.0047619047619047,0.2524038461538461,7.478446411058595e-05,0.0059073305018203,0.0,0
NCOR1,0.0068225254246757,0.0269841269841269,0.3436988543371522,0.0039438617437111,-0.0354310190460892,0.0441176470588235,0
PPP2CA,0.0110891472678524,0.0317460317460317,0.3758949880668257,0.0408246983815334,-0.0060767004204943,0.2421052631578947,0
RUVBL1,0.0003518163545461,0.0095238095238095,0.2952202436738519,0.0008333484880573,0.0113321930981534,0.0,0
ANAPC1,0.0,0.0015873015873015,0.2492088607594936,8.47741848443419e-05,0.0188288893765437,0.0,0
ANAPC2,0.0074510007161091,0.0285714285714285,0.3317535545023696,0.0034390270936303,0.1203288396650696,0.2745098039215686,0
ANAPC4,0.0029187734364403,0.0238095238095238,0.3255813953488372,0.0030032832769401,0.1108032481588985,0.3428571428571428,0
ANAPC5,0.0018023431463955,0.0126984126984126,0.3465346534653465,0.0085174271728111,0.0406461778238646,0.3214285714285714,0
ANAPC7,0.0,0.0031746031746031,0.2493074792243767,0.000158807010038,0.0299092141924336,1.0,0
CCNB1,0.0120503893984041,0.0587301587301587,0.4030710172744721,0.0257092619833974,-0.0100059638218541,0.1201201201201201,1
CDC16,0.0059071876244872,0.0285714285714285,0.3765690376569037,0.0136322274420852,0.0270122340230211,0.2483660130718954,0
CDC27,5.24415300021928e-05,0.0079365079365079,0.2839116719242902,0.0008132679744038,0.0399784589829422,0.5,0
CDK2,0.0157685163114712,0.0698412698412698,0.4208416833667334,0.0426185159362704,-0.0226877803334304,0.1871035940803382,1
FZR1,0.0025603017098698,0.0301587301587301,0.3498056635202665,0.0077872329954747,0.0140781867589386,0.327485380116959,0
PSMB5,1.52086124885639e-05,0.0079365079365079,0.2766798418972332,0.0004541150470892,0.0708696819948799,0.8,0
PSMC2,0.0055750064202159,0.0317460317460317,0.3624856156501726,0.00711300905125,0.1570935188380318,0.3052631578947368,0
PSMC3,0.0003828359993588,0.0174603174603174,0.2967498822421102,0.0008627502536105,0.1273048084290545,0.5818181818181818,0
PSMD1,0.0011004485216102,0.019047619047619,0.3112648221343873,0.0011788406445591,0.1342955684337181,0.5454545454545454,0
PSMD12,0.005305998427887,0.0349206349206349,0.3414634146341463,0.005779903472428,0.139619485253577,0.3116883116883117,0
PSMD13,0.0002159613754715,0.019047619047619,0.2987197724039829,0.0009729271456087,0.1425071329515433,0.6363636363636364,0
UBE2E1,0.001846089880081,0.0095238095238095,0.337439742903053,0.0027966221694497,0.0291228642968267,0.0666666666666666,0
ANKRD6,0.0048721298378445,0.0206349206349206,0.3249097472924188,0.0027443699578243,-0.0477611619083179,0.2435897435897435,0
AXIN1,0.0063772165051453,0.0317460317460317,0.3827460510328068,0.0191954583907147,-0.0626798208205252,0.1368421052631579,1
DVL1,0.021044457152319,0.0349206349206349,0.3517587939698492,0.0055734384252818,-0.0730369958378902,0.1515151515151515,0
DVL2,0.0011624012501357,0.019047619047619,0.3188259109311741,0.0019937404245184,-0.042945105496962,0.303030303030303,0
DVL3,0.003785458270841,0.0253968253968253,0.3541315345699831,0.0060621292951161,-0.0424636563487123,0.1833333333333333,0
FZD1,0.0019352804508056,0.0079365079365079,0.2727272727272727,0.0004126421661171,-0.007997099238641,0.2,0
FZD4,0.0049375347733539,0.0095238095238095,0.2825112107623318,0.0004365550637981,-0.0074547291105985,0.1333333333333333,0
FZD5,0.0,0.0031746031746031,0.2609776304888152,0.0002050392178285,-0.005283810364584,1.0,0
FZD9,0.0047261579837621,0.0079365079365079,0.2700385769395628,0.0002500553032194,-0.0056267190401064,0.1,0
MAGI3,0.0002870728323001,0.0095238095238095,0.2653748946925021,0.0003142003350486,-0.0098147669315308,0.4,0
NKD1,0.0073285543615655,0.0222222222222222,0.3480662983425414,0.0067839600519998,-0.0529249191226709,0.2197802197802197,0
NLK,0.0004763058535807,0.0063492063492063,0.2845528455284553,0.0004039089496621,-0.0086625331705444,0.5,0
AO7,0.0011439181906496,0.0079365079365079,0.3237410071942446,0.0020524967786787,0.0012043071890993,0.1,0
CDC34,0.0011366336319495,0.0126984126984126,0.3333333333333333,0.0032692613089691,-0.0025117376147971,0.2142857142857142,0
RNF4,0.0005837543945727,0.0079365079365079,0.2849389416553595,0.0003499045454937,0.0089046864210289,0.0,0
UBE2D1,0.0002299537841497,0.0079365079365079,0.290590405904059,0.0004015721429126,0.000925898867618,0.0,0
APC,0.0,0.0015873015873015,0.2290076335877862,1.894798123236901e-05,0.0060656166697163,0.0,0
APH1A,0.0007895515016667,0.0174603174603174,0.3368983957219251,0.0036402788961906,-0.0658341474206398,0.4181818181818181,0
PSEN2,0.0018764476464804,0.0222222222222222,0.3503893214682981,0.0099449764407378,-0.0388692047516587,0.2747252747252747,0
APH2,0.0002562872630696,0.0126984126984126,0.3321033210332103,0.0033966447069574,-0.0535560901862386,0.5357142857142857,0
APPL2,0.0013261058840608,0.0142857142857142,0.3314045239347711,0.0039495795590159,-0.0372305421167347,0.25,0
AKT2,0.0001400921596262,0.0095238095238095,0.308672219500245,0.0027650073107548,0.0002189261443087,0.0,1
HDAC2,0.0152290613492367,0.0682539682539682,0.4259634888438134,0.0423408887188324,-0.1564478549308301,0.1694352159468438,0
MTA2,0.0039407207238618,0.0142857142857142,0.3368983957219251,0.0045558042401736,-0.0567794944072947,0.3611111111111111,0
PIK3CB,0.0014848569313101,0.019047619047619,0.3620689655172414,0.0272903139908156,0.0300991901332886,0.2878787878787879,0
RBBP7,0.0009893097378025,0.0079365079365079,0.2870159453302961,0.0005698670525839,-0.0121654047227643,0.3,0
APS,0.0013964693010555,0.0492063492063492,0.3886489821098087,0.0969378104276618,-0.0222999878961402,0.6451612903225806,0
CAMK2G,4.279528928717679e-05,0.0047619047619047,0.3112648221343873,0.0067176284728418,0.0030120566889537,0.3333333333333333,0
EPOR,9.57158466866663e-05,0.0507936507936507,0.385793018983466,0.1057845110373308,0.0060853410748339,0.7520161290322581,0
GRB10,0.0057204439811047,0.0746031746031746,0.3982300884955752,0.1273022002828079,0.0036187053305474,0.5124884366327475,0
GRB7,0.0003611539763588,0.0412698412698412,0.3679906542056075,0.0717773798842262,0.0108691775101391,0.5692307692307692,0
NCK2,0.0038496685677458,0.0761904761904762,0.4061895551257253,0.1321342493911947,-0.0095309697280998,0.5062056737588653,0
PIK3R2,0.0040595760816713,0.0952380952380952,0.4158415841584158,0.1540852629155383,0.0051474290506545,0.4435028248587571,0
PTK2,0.0022507724427079,0.0666666666666666,0.3898514851485148,0.119326845955954,-0.0342819256875233,0.5900116144018583,1
SOCS3,0.0012288182897826,0.0619047619047619,0.3893695920889987,0.1108723456393896,-0.0087307074064474,0.5924426450742241,1
SOS1,0.0037245773699,0.0809523809523809,0.3939962476547842,0.1113488501753609,-0.0206338504750204,0.3403921568627451,0
STAT1,0.0319026301440754,0.1714285714285714,0.473328324567994,0.1900274687564608,0.0946654470464407,0.2066458982346833,1
WASL,0.0109553257612967,0.092063492063492,0.4020421186981493,0.1115131803554871,-0.031229719724482,0.2613430127041742,0
AR,0.00523812436734,0.0253968253968253,0.4,0.0231972014904885,-0.0758735136645328,0.2166666666666666,1
BAG1,7.151039645700985e-05,0.0063492063492063,0.3145282076884673,0.0023715398672219,0.0030649526650517,0.1666666666666666,0
BRCA1,0.0213534622825546,0.0698412698412698,0.4274084124830393,0.0615314525499802,-0.1534165733860155,0.2124735729386892,1
NCOA3,0.006638192740803,0.0428571428571428,0.3896103896103896,0.0242003703850307,0.1089114469027148,0.188034188034188,0
SP1,0.0139027309268078,0.0587301587301587,0.4054054054054054,0.030517813952345,-0.153418048592061,0.1546546546546546,1
UXT,0.0002423755816402,0.0047619047619047,0.2938432835820895,0.0007458350464461,0.0030901327658123,0.3333333333333333,0
ARA54,0.0017611807295713,0.0142857142857142,0.3305351521511018,0.0031250470107606,0.0142506540369181,0.0277777777777777,0
PIAS1,0.0044116025579376,0.0333333333333333,0.375,0.023783497235979,0.0559058292741262,0.1809523809523809,0
SVIL,0.0024569546882816,0.0206349206349206,0.3559322033898305,0.0178014162818888,-0.0002609404417377,0.1153846153846153,0
UBE2L3,0.0002760892621296,0.0079365079365079,0.2849389416553595,0.0004275580487708,-0.0032183699526657,0.0,0
ARA55,0.0041695773723595,0.0269841269841269,0.3846153846153846,0.0313594597934353,0.008746570583994,0.1985294117647058,0
GIT1,0.0030646301233462,0.0238095238095238,0.3626943005181347,0.0204184185241234,-0.0124648657710267,0.1428571428571428,0
PTPN12,0.0006157560698856,0.0317460317460317,0.3710247349823322,0.0623543896386244,0.0097141848650831,0.631578947368421,0
PXN,5.95426730475988e-05,0.0079365079365079,0.2967498822421102,0.0030936828223488,0.0121207903102394,0.0,0
RHOA,0.0018935422594518,0.0269841269841269,0.3652173913043478,0.0195262586324292,0.0276120120493079,0.1323529411764706,1
TRAF4,1.5003162546610652e-05,0.0031746031746031,0.286493860845839,0.0009618482568009,0.0074268130639916,0.0,0
ARA70,0.0004154994918422,0.0095238095238095,0.3336864406779661,0.0039038029170282,0.0232476623310136,0.0666666666666666,0
HRAS,0.00126119905535,0.0238095238095238,0.3247422680412371,0.007153078340718,0.0351140587142089,0.1047619047619047,1
ARA160,0.0001489763832238,0.0063492063492063,0.3134328358208955,0.0020335972478758,0.0039953420250178,0.0,0
SMARCA4,0.0030562468833704,0.0238095238095238,0.3414634146341463,0.0052946517497701,-0.0025032394923364,0.1047619047619047,0
ARAF1,9.144064873882578e-05,0.0079365079365079,0.3097345132743362,0.0037738046031167,0.0257937290745167,0.2,0
PRKCD,0.0007007403775418,0.0142857142857142,0.3396226415094339,0.0099996947668932,0.0107360026582279,0.0555555555555555,0
ARF4,0.0046432202781741,0.0063492063492063,0.2815013404825737,0.0013647990793772,0.0074224739268031,0.0,0
PLD2,0.0131021488278134,0.0349206349206349,0.3813559322033898,0.0418016830212164,-0.0067804652537388,0.2294372294372294,0
ARNIP,0.0001013673174702,0.0079365079365079,0.3077674645823156,0.0045236682061406,0.0097560115901606,0.0,0
ARRB1,0.0,0.0015873015873015,0.2786377708978328,0.0007530819443177,0.0046442544584037,0.0,0
ASE1,0.0003955811836882,0.0079365079365079,0.3125,0.0014982539001287,-0.0016377381231721,0.2,0
ATF1,0.0003630405416685,0.019047619047619,0.374331550802139,0.0182307027605456,0.0254526501013123,0.4848484848484848,0
KPNA2,0.0022456573767892,0.0587301587301587,0.4010184595798854,0.0438344417781734,0.1325670813874651,0.2687687687687687,0
TCF3,0.0237574675271014,0.0793650793650793,0.418049104180491,0.0533439772901073,0.2217296726582375,0.2024489795918367,0
YY1,0.0009653137706938,0.0158730158730158,0.3478741027056874,0.0069177277079211,-0.0182389294036147,0.2222222222222222,0
ATF3,0.0001390592051607,0.0095238095238095,0.3351063829787234,0.0069839923156443,-0.0029725572690391,0.4,0
AXAM2,0.0014947330325603,0.0142857142857142,0.3274428274428274,0.0033205200545588,-0.0076359903061575,0.2222222222222222,0
KPNB1,0.0035218134536917,0.0269841269841269,0.3860294117647059,0.0221372135958591,0.0327883820055841,0.213235294117647,0
NUP153,0.0032499472726859,0.0365079365079365,0.3967254408060453,0.0366751675945126,0.0179186224349346,0.2055335968379446,0
SUMO1,0.0045823995982951,0.0222222222222222,0.3254132231404958,0.0027066674699152,0.0100773360001179,0.0769230769230769,0
SUMO2,0.0014092733027545,0.0158730158730158,0.3245749613601236,0.0026606230761158,0.0102275086115081,0.1333333333333333,0
JUP,0.0038111904069765,0.0317460317460317,0.3839122486288848,0.0279530372207183,-0.0564187695708904,0.1736842105263158,0
SMURF2,0.0007905919950287,0.0238095238095238,0.3671328671328671,0.0131263112986248,-0.0432601753930355,0.3809523809523809,0
BAF53A,0.001988919388649,0.0142857142857142,0.3061224489795918,0.0013058303719437,0.0009562781109365,0.2222222222222222,0
SMARCB1,0.0021580213361093,0.0238095238095238,0.3490304709141274,0.0055305754915192,-0.0574810962907032,0.219047619047619,0
SMARCC1,0.0013344779858743,0.0206349206349206,0.3345724907063197,0.0050412356931243,-0.0280500252307356,0.1923076923076923,0
SMARCC2,0.0006353923104437,0.0142857142857142,0.3123450669310857,0.0015677874108122,-0.0015341458885153,0.25,0
SMARCE1,0.0003540670028667,0.0063492063492063,0.3148425787106447,0.0016700566974616,-0.0138487820168451,0.3333333333333333,0
HSPA8,0.0053319503642167,0.0396825396825396,0.3917910447761194,0.0442387922509948,0.0602378167837552,0.2133333333333333,0
CASP8,0.0033995667616504,0.0396825396825396,0.3723404255319149,0.0287266232166014,0.0073337768381877,0.3233333333333333,1
CDC2,0.0008446154145421,0.0238095238095238,0.3772455089820359,0.0307381431229946,-0.0229208229240749,0.3238095238095238,0
EPS15,0.0035831534096923,0.0301587301587301,0.363951473136915,0.0251718543897292,-0.0039641137179779,0.1695906432748538,0
IQGAP2,0.0007139527860057,0.0174603174603174,0.3581580443433769,0.0187296536257409,0.0342732358374523,0.2363636363636363,0
SNX2,0.0001151754043826,0.0079365079365079,0.3165829145728643,0.0096167985551036,-0.000112742800152,0.2,0
BCL3,0.0006680908296976,0.0095238095238095,0.3331570597567425,0.0025971461868036,-0.0122841779593434,0.3333333333333333,0
BCL7A,0.0032198149991588,0.0047619047619047,0.3094302554027505,0.0013801590140485,0.0040213323395623,0.0,0
PDCD2,0.0,0.0015873015873015,0.2363977485928705,3.4021789356716504e-05,0.007198138643993,0.0,0
BP75,1.4803479608842028e-05,0.0031746031746031,0.2930232558139535,0.0009505889415009,0.0070742097918048,0.0,0
CCNH,0.0115256718405748,0.0285714285714285,0.3725606150206978,0.0144641487399806,-0.0220344718365598,0.1503267973856209,0
PCAF,0.0047732984249206,0.0301587301587301,0.3829787234042553,0.024098311409059,0.0248165156542397,0.2514619883040935,0
BPAG1,0.0001328741924146,0.0047619047619047,0.3269330565646082,0.0028406856782691,-0.022879063366677,0.0,0
HDAC6,0.0036896237422617,0.0142857142857142,0.3352847259180415,0.0029996199782906,-0.0181080323709325,0.0555555555555555,0
BPAG2,0.0045705088889556,0.0095238095238095,0.3249097472924188,0.0021309654831199,-0.0013047052530401,0.0,0
CD151,0.0,0.0015873015873015,0.2453271028037383,5.25296419145769e-05,0.0066655348847327,0.0,0
CTNND1,0.0002731399702596,0.0047619047619047,0.2913968547641073,0.0010900997285895,-0.0019477881932448,0.0,0
DSP,0.0002667582014458,0.0063492063492063,0.3186646433990895,0.0021827193083109,0.0026755259203058,0.0,0
ITGA6,7.518880053416955e-05,0.0047619047619047,0.2815013404825737,0.0004047151708944,0.0042895486046625,0.0,0
CCNB2,0.0056108328096292,0.046031746031746,0.375,0.0187325154275421,-0.0094082319101708,0.2167487684729064,0
CDC25C,0.0042290934024071,0.0365079365079365,0.3721204961606615,0.018003921400471,-0.0167938298523329,0.2055335968379446,0
CDK4,0.0032209564506762,0.0380952380952381,0.379746835443038,0.0211803078811501,-0.1215452124091904,0.2826086956521739,1
RBL1,0.0039609674738979,0.0396825396825396,0.3922789539227895,0.0257834348763494,-0.1312458390513882,0.32,0
BTK,0.0018144403173552,0.0555555555555555,0.3957286432160804,0.0999270095980771,-0.0205868175952043,0.5378151260504201,0
CASP7,0.0003865855752136,0.0111111111111111,0.3351063829787234,0.012260786779903,0.0027591234568433,0.3333333333333333,1
CASP9,0.0026008083762474,0.0396825396825396,0.401529636711281,0.0363550554073531,0.0403386200124683,0.3166666666666666,1
CDK7,0.0054435706090511,0.0285714285714285,0.3633217993079585,0.0110786525690105,-0.0041891484813306,0.2156862745098039,0
SOCS5,3.1784656413780874e-05,0.0174603174603174,0.3488372093023256,0.0358565391166957,0.0102331118382011,0.7090909090909091,0
VAV2,5.17190741982608e-05,0.0222222222222222,0.3425774877650897,0.0407053379242895,-0.0227172234480082,0.6813186813186813,0
