Name,Betweenness,Degree,Closeness,EigenValueC,Katz,ClusteringCoef,Label
4EBP1,0.0016415597983237,0.0122448979591836,0.3335602450646698,0.0052366160219465,1.6507841907412993e-05,0.0,0
AKT1,0.0101652711539507,0.0632653061224489,0.3993480032599837,0.0520806574944619,-0.044237218653964,0.1053763440860215,1
CCND1,0.0129295730750762,0.0489795918367347,0.3954802259887006,0.0275617465208735,0.0575871937001023,0.1376811594202898,1
EIF4E,0.0034536536784067,0.0183673469387755,0.3326544467073998,0.0044206947114041,0.0114287192046188,0.0277777777777777,1
MAPK14,0.0183169711378788,0.0673469387755102,0.4096989966555184,0.0383680170223324,-0.057452948912756,0.096590909090909,1
PTEN,0.0122074020014125,0.0448979591836734,0.4003267973856209,0.0516377949354438,-0.0005670541604395,0.1991341991341991,1
TFDP1,4.291628984992418e-05,0.0061224489795918,0.2835648148148148,0.0007433023373045,0.006475795376631,0.3333333333333333,0
14-3-3-zeta,0.0029685356009738,0.0224489795918367,0.3678678678678678,0.0145566335820962,0.0060160935389501,0.0909090909090909,0
CDC25A,0.0132111179383692,0.0632653061224489,0.408673894912427,0.0551620674347094,-0.0281682087166933,0.2301075268817204,0
CDC25B,0.0002173047841592,0.010204081632653,0.3405142460041696,0.0120868922605766,0.0015259906034394,0.1,0
CSNK1A1,0.0016835128512367,0.0183673469387755,0.3105196451204056,0.0025267901531876,0.042345809150085,0.2222222222222222,0
CTNNB1,0.0374338844006998,0.0897959183673469,0.4363312555654497,0.063301595547466,0.3328392999368168,0.1088794926004228,1
FOXO4,0.0025650715499182,0.0183673469387755,0.3602941176470588,0.0122083462001019,0.0194277955614101,0.1944444444444444,0
KRT18,0.0139299376508397,0.0326530612244898,0.3795507358636715,0.0289654919611347,-0.0618067267676067,0.2333333333333333,1
PIK3R1,0.0008881546788974,0.0224489795918367,0.320890635232482,0.0103719650901135,0.0060154095372091,0.0363636363636363,0
PRKCA,0.0122393163043963,0.0714285714285714,0.408673894912427,0.0769922644404309,-0.0758556715867921,0.2067226890756302,1
RAF1,0.0339950986979449,0.1183673469387755,0.4414414414414414,0.1302718732744285,-0.1502840170366076,0.1954022988505747,1
RAN,0.0165255248166586,0.0612244897959183,0.408673894912427,0.0419713192035981,-0.0085721185026765,0.1494252873563218,0
A20,0.0,0.0020408163265306,0.2447552447552447,0.0001222812276039,0.002834002875326,0.0,0
G3BP2,0.004955599118592,0.0142857142857142,0.3238598810310641,0.0040820735984614,0.0014094368883785,0.0476190476190476,0
ABIN2,0.0010518494829651,0.0183673469387755,0.3587115666178623,0.0118413414455037,-0.0331841855585932,0.1666666666666666,0
FLNA,0.0005803980050837,0.0163265306122449,0.358974358974359,0.0159103646351905,0.0473337264312485,0.1785714285714285,0
IKBKG,0.0087347803512895,0.0530612244897959,0.397404703974047,0.0333001047009547,-0.0826031880740277,0.1138461538461538,0
LYN,0.0208106027307894,0.1244897959183673,0.4351687388987567,0.1685587196956233,0.0004011717639709,0.2879781420765027,0
NFKB1,0.0143775750135763,0.0571428571428571,0.3831118060985145,0.0146161194579818,-0.0113011032436166,0.0343915343915343,0
RELA,0.0432942769710761,0.110204081632653,0.4474885844748858,0.0885302815137655,-0.0717379496467848,0.1397624039133473,1
RIPK1,0.0092266553933155,0.0612244897959183,0.3923138510808647,0.0320059821134068,-0.1290105770661913,0.1701149425287356,0
STK11,7.949514946854844e-05,0.0081632653061224,0.3308575286968264,0.0091037659149466,-0.0024554325919913,0.3333333333333333,1
